split,scope,episode_id,label_category,anomaly_type,sensors,stations,cluster,start_utc,end_utc,affected_rows,random_seed,description
dwd_train,train,DWD_TRAIN-I8-FLT-0095,sensor_fault,bias,temperature,DWD-01975,dwd_north_coastal,2022-07-09T12:00:00+00:00,2022-07-10T15:00:00+00:00,28,8017,bias applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0096,sensor_fault,bias,temperature,DWD-03032,dwd_north_coastal,2022-05-06T00:00:00+00:00,2022-05-08T00:00:00+00:00,49,8017,bias applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0097,sensor_fault,drift,pressure,DWD-01975,dwd_north_coastal,2022-11-28T08:00:00+00:00,2022-11-29T16:00:00+00:00,33,8017,drift applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0098,sensor_fault,drift,temperature,DWD-04271,dwd_north_coastal,2022-02-16T20:00:00+00:00,2022-02-17T12:00:00+00:00,17,8017,drift applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0099,sensor_fault,drift,temperature,DWD-01975,dwd_north_coastal,2022-10-31T15:00:00+00:00,2022-11-02T14:00:00+00:00,33,8017,drift applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0100,sensor_fault,drift,humidity,DWD-03032,dwd_north_coastal,2022-05-02T07:00:00+00:00,2022-05-03T09:00:00+00:00,27,8017,drift applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0101,sensor_fault,drift,pressure,DWD-04271,dwd_north_coastal,2022-07-11T12:00:00+00:00,2022-07-13T16:00:00+00:00,53,8017,drift applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0102,sensor_fault,drift,pressure,DWD-03032,dwd_north_coastal,2022-04-14T00:00:00+00:00,2022-04-14T18:00:00+00:00,19,8017,drift applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0103,sensor_fault,drift,temperature,DWD-05839,dwd_north_coastal,2022-01-22T11:00:00+00:00,2022-01-22T16:00:00+00:00,6,8017,drift applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0104,sensor_fault,drift,pressure,DWD-03032,dwd_north_coastal,2022-08-24T19:00:00+00:00,2022-08-25T10:00:00+00:00,16,8017,drift applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0105,sensor_fault,frozen_sensor,pressure,DWD-03032,dwd_north_coastal,2022-07-27T00:00:00+00:00,2022-07-28T10:00:00+00:00,35,8017,frozen_sensor applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0106,sensor_fault,frozen_sensor,pressure,DWD-05839,dwd_north_coastal,2022-07-09T02:00:00+00:00,2022-07-10T16:00:00+00:00,39,8017,frozen_sensor applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0107,sensor_fault,frozen_sensor,pressure,DWD-04271,dwd_north_coastal,2022-09-25T15:00:00+00:00,2022-09-27T05:00:00+00:00,39,8017,frozen_sensor applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0108,sensor_fault,frozen_sensor,pressure,DWD-03032,dwd_north_coastal,2022-10-01T15:00:00+00:00,2022-10-03T13:00:00+00:00,35,8017,frozen_sensor applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0109,sensor_fault,frozen_sensor,pressure,DWD-05839,dwd_north_coastal,2022-08-24T19:00:00+00:00,2022-08-26T03:00:00+00:00,33,8017,frozen_sensor applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0110,sensor_fault,frozen_sensor,temperature,DWD-01975,dwd_north_coastal,2022-05-26T21:00:00+00:00,2022-05-28T00:00:00+00:00,28,8017,frozen_sensor applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0111,sensor_fault,frozen_sensor,pressure,DWD-01975,dwd_north_coastal,2022-06-28T10:00:00+00:00,2022-06-30T07:00:00+00:00,46,8017,frozen_sensor applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0112,sensor_fault,frozen_sensor,temperature,DWD-04271,dwd_north_coastal,2022-04-26T03:00:00+00:00,2022-04-26T12:00:00+00:00,10,8017,frozen_sensor applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0113,sensor_fault,spike,temperature,DWD-04271,dwd_north_coastal,2022-09-28T02:00:00+00:00,2022-09-28T02:00:00+00:00,1,8017,spike applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0114,sensor_fault,spike,pressure,DWD-05839,dwd_north_coastal,2022-08-31T18:00:00+00:00,2022-08-31T18:00:00+00:00,1,8017,spike applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0115,sensor_fault,spike,temperature,DWD-04271,dwd_north_coastal,2022-08-17T01:00:00+00:00,2022-08-17T01:00:00+00:00,1,8017,spike applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0116,sensor_fault,spike,pressure,DWD-03032,dwd_north_coastal,2022-04-04T22:00:00+00:00,2022-04-04T22:00:00+00:00,1,8017,spike applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0117,sensor_fault,spike,temperature,DWD-01975,dwd_north_coastal,2022-09-24T08:00:00+00:00,2022-09-24T08:00:00+00:00,1,8017,spike applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0118,sensor_fault,spike,humidity,DWD-01975,dwd_north_coastal,2022-12-14T06:00:00+00:00,2022-12-14T06:00:00+00:00,1,8017,spike applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0119,sensor_fault,spike,humidity,DWD-04271,dwd_north_coastal,2022-06-01T07:00:00+00:00,2022-06-01T07:00:00+00:00,1,8017,spike applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0120,sensor_fault,spike,pressure,DWD-01975,dwd_north_coastal,2022-06-23T04:00:00+00:00,2022-06-23T04:00:00+00:00,1,8017,spike applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0121,sensor_fault,noise,pressure,DWD-01975,dwd_north_coastal,2022-07-16T23:00:00+00:00,2022-07-18T01:00:00+00:00,27,8017,noise applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0122,sensor_fault,noise,humidity,DWD-04271,dwd_north_coastal,2022-02-13T21:00:00+00:00,2022-02-14T14:00:00+00:00,18,8017,noise applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0123,sensor_fault,noise,temperature,DWD-03032,dwd_north_coastal,2022-07-09T22:00:00+00:00,2022-07-11T22:00:00+00:00,49,8017,noise applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0124,sensor_fault,noise,pressure,DWD-04271,dwd_north_coastal,2022-10-08T01:00:00+00:00,2022-10-10T03:00:00+00:00,51,8017,noise applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0125,sensor_fault,noise,humidity,DWD-01975,dwd_north_coastal,2022-09-29T17:00:00+00:00,2022-09-30T00:00:00+00:00,8,8017,noise applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0126,sensor_fault,noise,temperature,DWD-01975,dwd_north_coastal,2022-01-16T14:00:00+00:00,2022-01-17T09:00:00+00:00,20,8017,noise applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0127,sensor_fault,noise,humidity,DWD-01975,dwd_north_coastal,2022-02-17T05:00:00+00:00,2022-02-19T08:00:00+00:00,52,8017,noise applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0128,sensor_fault,noise,humidity,DWD-04271,dwd_north_coastal,2022-05-13T16:00:00+00:00,2022-05-14T02:00:00+00:00,11,8017,noise applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-WX-0129,genuine_weather_scenario,regional_heatwave,"temperature,pressure,humidity","DWD-00232,DWD-01262,DWD-02712,DWD-04928",dwd_south_upland,2022-08-03T20:00:00+00:00,2022-08-04T17:00:00+00:00,80,8017,Coherent regional_heatwave across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0130,genuine_weather_scenario,regional_heatwave,"temperature,pressure,humidity","DWD-00232,DWD-01262,DWD-02712,DWD-04928",dwd_south_upland,2022-10-13T04:00:00+00:00,2022-10-13T23:00:00+00:00,74,8017,Coherent regional_heatwave across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0131,genuine_weather_scenario,regional_heatwave,"temperature,pressure,humidity","DWD-00232,DWD-01262,DWD-02712,DWD-04928",dwd_south_upland,2022-12-16T23:00:00+00:00,2022-12-17T18:00:00+00:00,74,8017,Coherent regional_heatwave across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0132,genuine_weather_scenario,regional_heatwave,"temperature,pressure,humidity","DWD-00232,DWD-01262,DWD-02712,DWD-04928",dwd_south_upland,2022-12-12T01:00:00+00:00,2022-12-13T07:00:00+00:00,118,8017,Coherent regional_heatwave across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0133,genuine_weather_scenario,regional_cold_surge,"temperature,pressure,humidity","DWD-00232,DWD-01262,DWD-02712,DWD-04928",dwd_south_upland,2022-07-25T15:00:00+00:00,2022-07-26T18:00:00+00:00,108,8017,Coherent regional_cold_surge across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0134,genuine_weather_scenario,regional_cold_surge,"temperature,pressure,humidity","DWD-00232,DWD-01262,DWD-02712,DWD-04928",dwd_south_upland,2022-12-05T05:00:00+00:00,2022-12-06T03:00:00+00:00,84,8017,Coherent regional_cold_surge across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0135,genuine_weather_scenario,regional_cold_surge,"temperature,pressure,humidity","DWD-00232,DWD-01262,DWD-02712,DWD-04928",dwd_south_upland,2022-04-27T19:00:00+00:00,2022-04-28T16:00:00+00:00,80,8017,Coherent regional_cold_surge across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0136,genuine_weather_scenario,regional_cold_surge,"temperature,pressure,humidity","DWD-00232,DWD-01262,DWD-02712,DWD-04928",dwd_south_upland,2022-03-04T17:00:00+00:00,2022-03-05T17:00:00+00:00,94,8017,Coherent regional_cold_surge across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0137,genuine_weather_scenario,pressure_front,"temperature,pressure,humidity","DWD-00232,DWD-01262,DWD-02712,DWD-04928",dwd_south_upland,2022-05-22T08:00:00+00:00,2022-05-23T13:00:00+00:00,112,8017,Coherent pressure_front across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0138,genuine_weather_scenario,pressure_front,"temperature,pressure,humidity","DWD-00232,DWD-01262,DWD-02712,DWD-04928",dwd_south_upland,2022-08-16T16:00:00+00:00,2022-08-17T20:00:00+00:00,112,8017,Coherent pressure_front across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0139,genuine_weather_scenario,pressure_front,"temperature,pressure,humidity","DWD-00232,DWD-01262,DWD-02712,DWD-04928",dwd_south_upland,2022-03-08T20:00:00+00:00,2022-03-10T01:00:00+00:00,112,8017,Coherent pressure_front across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0140,genuine_weather_scenario,pressure_front,"temperature,pressure,humidity","DWD-00232,DWD-01262,DWD-02712,DWD-04928",dwd_south_upland,2022-11-08T06:00:00+00:00,2022-11-08T21:00:00+00:00,58,8017,Coherent pressure_front across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0141,genuine_weather_scenario,humidity_surge,"temperature,pressure,humidity","DWD-00232,DWD-01262,DWD-02712,DWD-04928",dwd_south_upland,2022-09-21T16:00:00+00:00,2022-09-22T10:00:00+00:00,70,8017,Coherent humidity_surge across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0142,genuine_weather_scenario,humidity_surge,"temperature,pressure,humidity","DWD-00232,DWD-01262,DWD-02712,DWD-04928",dwd_south_upland,2022-09-30T10:00:00+00:00,2022-10-01T08:00:00+00:00,84,8017,Coherent humidity_surge across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0143,genuine_weather_scenario,humidity_surge,"temperature,pressure,humidity","DWD-00232,DWD-01262,DWD-02712,DWD-04928",dwd_south_upland,2022-05-14T19:00:00+00:00,2022-05-16T02:00:00+00:00,120,8017,Coherent humidity_surge across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0144,genuine_weather_scenario,humidity_surge,"temperature,pressure,humidity","DWD-01262,DWD-02712,DWD-04928",dwd_south_upland,2022-12-01T15:00:00+00:00,2022-12-02T16:00:00+00:00,74,8017,Coherent humidity_surge across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0145,genuine_weather_scenario,dry_intrusion,"temperature,pressure,humidity","DWD-00232,DWD-01262,DWD-02712,DWD-04928",dwd_south_upland,2022-07-03T04:00:00+00:00,2022-07-04T03:00:00+00:00,90,8017,Coherent dry_intrusion across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0146,genuine_weather_scenario,dry_intrusion,"temperature,pressure,humidity","DWD-00232,DWD-01262,DWD-02712,DWD-04928",dwd_south_upland,2022-11-04T23:00:00+00:00,2022-11-05T21:00:00+00:00,86,8017,Coherent dry_intrusion across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0147,genuine_weather_scenario,dry_intrusion,"temperature,pressure,humidity","DWD-00232,DWD-01262,DWD-02712,DWD-04928",dwd_south_upland,2022-02-12T20:00:00+00:00,2022-02-13T22:00:00+00:00,104,8017,Coherent dry_intrusion across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0148,genuine_weather_scenario,dry_intrusion,"temperature,pressure,humidity","DWD-00232,DWD-01262,DWD-02712,DWD-04928",dwd_south_upland,2022-03-21T06:00:00+00:00,2022-03-22T03:00:00+00:00,80,8017,Coherent dry_intrusion across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0149,genuine_weather_scenario,multivariate_storm,"temperature,pressure,humidity","DWD-00232,DWD-01262,DWD-02712,DWD-04928",dwd_south_upland,2022-03-16T14:00:00+00:00,2022-03-17T15:00:00+00:00,98,8017,Coherent multivariate_storm across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0150,genuine_weather_scenario,multivariate_storm,"temperature,pressure,humidity","DWD-00232,DWD-01262,DWD-02712,DWD-04928",dwd_south_upland,2022-09-08T08:00:00+00:00,2022-09-08T21:00:00+00:00,50,8017,Coherent multivariate_storm across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0151,genuine_weather_scenario,multivariate_storm,"temperature,pressure,humidity","DWD-00232,DWD-01262,DWD-02712,DWD-04928",dwd_south_upland,2022-01-29T20:00:00+00:00,2022-01-31T00:00:00+00:00,110,8017,Coherent multivariate_storm across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0152,genuine_weather_scenario,multivariate_storm,"temperature,pressure,humidity","DWD-00232,DWD-01262,DWD-02712,DWD-04928",dwd_south_upland,2022-04-08T22:00:00+00:00,2022-04-09T19:00:00+00:00,80,8017,Coherent multivariate_storm across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-FLT-0153,sensor_fault,bias,pressure,DWD-04928,dwd_south_upland,2022-10-20T10:00:00+00:00,2022-10-22T15:00:00+00:00,54,8017,bias applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0154,sensor_fault,bias,humidity,DWD-02712,dwd_south_upland,2022-11-09T08:00:00+00:00,2022-11-11T01:00:00+00:00,42,8017,bias applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0155,sensor_fault,bias,humidity,DWD-04928,dwd_south_upland,2022-03-19T01:00:00+00:00,2022-03-20T21:00:00+00:00,45,8017,bias applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0156,sensor_fault,bias,humidity,DWD-02712,dwd_south_upland,2022-08-19T05:00:00+00:00,2022-08-20T15:00:00+00:00,35,8017,bias applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0157,sensor_fault,bias,pressure,DWD-04928,dwd_south_upland,2022-05-12T17:00:00+00:00,2022-05-13T02:00:00+00:00,10,8017,bias applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0158,sensor_fault,bias,pressure,DWD-00232,dwd_south_upland,2022-06-11T07:00:00+00:00,2022-06-12T11:00:00+00:00,29,8017,bias applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0159,sensor_fault,bias,humidity,DWD-02712,dwd_south_upland,2022-02-10T10:00:00+00:00,2022-02-12T05:00:00+00:00,44,8017,bias applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0160,sensor_fault,bias,temperature,DWD-01262,dwd_south_upland,2022-06-28T02:00:00+00:00,2022-06-28T16:00:00+00:00,15,8017,bias applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0161,sensor_fault,drift,pressure,DWD-00232,dwd_south_upland,2022-03-11T09:00:00+00:00,2022-03-13T10:00:00+00:00,50,8017,drift applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0162,sensor_fault,drift,pressure,DWD-01262,dwd_south_upland,2022-08-08T04:00:00+00:00,2022-08-09T08:00:00+00:00,29,8017,drift applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0163,sensor_fault,drift,pressure,DWD-02712,dwd_south_upland,2022-02-18T09:00:00+00:00,2022-02-19T17:00:00+00:00,33,8017,drift applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0164,sensor_fault,drift,temperature,DWD-04928,dwd_south_upland,2022-05-06T01:00:00+00:00,2022-05-07T19:00:00+00:00,43,8017,drift applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0165,sensor_fault,drift,humidity,DWD-02712,dwd_south_upland,2022-12-11T04:00:00+00:00,2022-12-13T08:00:00+00:00,23,8017,drift applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0166,sensor_fault,drift,temperature,DWD-02712,dwd_south_upland,2022-06-28T02:00:00+00:00,2022-06-30T00:00:00+00:00,47,8017,drift applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0167,sensor_fault,drift,humidity,DWD-01262,dwd_south_upland,2022-06-10T16:00:00+00:00,2022-06-12T18:00:00+00:00,51,8017,drift applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0168,sensor_fault,drift,temperature,DWD-01262,dwd_south_upland,2022-01-25T09:00:00+00:00,2022-01-25T19:00:00+00:00,11,8017,drift applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0169,sensor_fault,frozen_sensor,humidity,DWD-00232,dwd_south_upland,2022-03-31T22:00:00+00:00,2022-04-01T15:00:00+00:00,18,8017,frozen_sensor applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0170,sensor_fault,frozen_sensor,pressure,DWD-01262,dwd_south_upland,2022-05-17T00:00:00+00:00,2022-05-17T07:00:00+00:00,8,8017,frozen_sensor applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0171,sensor_fault,frozen_sensor,pressure,DWD-01262,dwd_south_upland,2022-10-30T23:00:00+00:00,2022-11-01T10:00:00+00:00,36,8017,frozen_sensor applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0172,sensor_fault,frozen_sensor,pressure,DWD-04928,dwd_south_upland,2022-05-29T09:00:00+00:00,2022-05-31T00:00:00+00:00,40,8017,frozen_sensor applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0173,sensor_fault,frozen_sensor,temperature,DWD-02712,dwd_south_upland,2022-05-28T01:00:00+00:00,2022-05-30T04:00:00+00:00,52,8017,frozen_sensor applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0174,sensor_fault,frozen_sensor,humidity,DWD-01262,dwd_south_upland,2022-03-22T09:00:00+00:00,2022-03-22T20:00:00+00:00,12,8017,frozen_sensor applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0175,sensor_fault,frozen_sensor,temperature,DWD-04928,dwd_south_upland,2022-03-03T19:00:00+00:00,2022-03-04T17:00:00+00:00,23,8017,frozen_sensor applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0176,sensor_fault,frozen_sensor,humidity,DWD-00232,dwd_south_upland,2022-02-27T13:00:00+00:00,2022-02-28T00:00:00+00:00,12,8017,frozen_sensor applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0177,sensor_fault,spike,humidity,DWD-02712,dwd_south_upland,2022-03-10T23:00:00+00:00,2022-03-10T23:00:00+00:00,1,8017,spike applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0178,sensor_fault,spike,temperature,DWD-00232,dwd_south_upland,2022-03-31T10:00:00+00:00,2022-03-31T10:00:00+00:00,1,8017,spike applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0179,sensor_fault,spike,temperature,DWD-04928,dwd_south_upland,2022-10-12T09:00:00+00:00,2022-10-12T09:00:00+00:00,1,8017,spike applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0180,sensor_fault,spike,temperature,DWD-00232,dwd_south_upland,2022-04-05T01:00:00+00:00,2022-04-05T01:00:00+00:00,1,8017,spike applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0181,sensor_fault,spike,humidity,DWD-00232,dwd_south_upland,2022-05-29T00:00:00+00:00,2022-05-29T00:00:00+00:00,1,8017,spike applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0182,sensor_fault,spike,temperature,DWD-04928,dwd_south_upland,2022-02-28T05:00:00+00:00,2022-02-28T05:00:00+00:00,1,8017,spike applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0183,sensor_fault,spike,pressure,DWD-00232,dwd_south_upland,2022-02-11T22:00:00+00:00,2022-02-11T22:00:00+00:00,1,8017,spike applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0184,sensor_fault,spike,humidity,DWD-02712,dwd_south_upland,2022-12-07T21:00:00+00:00,2022-12-07T21:00:00+00:00,1,8017,spike applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0185,sensor_fault,noise,humidity,DWD-02712,dwd_south_upland,2022-10-04T15:00:00+00:00,2022-10-05T14:00:00+00:00,24,8017,noise applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0186,sensor_fault,noise,temperature,DWD-02712,dwd_south_upland,2022-10-05T20:00:00+00:00,2022-10-07T01:00:00+00:00,30,8017,noise applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0187,sensor_fault,noise,temperature,DWD-01262,dwd_south_upland,2022-04-05T22:00:00+00:00,2022-04-06T10:00:00+00:00,13,8017,noise applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0188,sensor_fault,noise,humidity,DWD-04928,dwd_south_upland,2022-08-07T14:00:00+00:00,2022-08-08T02:00:00+00:00,13,8017,noise applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0189,sensor_fault,noise,humidity,DWD-00232,dwd_south_upland,2022-10-08T20:00:00+00:00,2022-10-11T00:00:00+00:00,53,8017,noise applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0190,sensor_fault,noise,humidity,DWD-00232,dwd_south_upland,2022-03-25T23:00:00+00:00,2022-03-27T05:00:00+00:00,31,8017,noise applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0191,sensor_fault,noise,humidity,DWD-02712,dwd_south_upland,2022-06-21T05:00:00+00:00,2022-06-22T05:00:00+00:00,25,8017,noise applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0192,sensor_fault,noise,humidity,DWD-02712,dwd_south_upland,2022-05-09T02:00:00+00:00,2022-05-10T00:00:00+00:00,23,8017,noise applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-WX-0193,genuine_weather_scenario,regional_heatwave,"temperature,pressure,humidity","DWD-01078,DWD-01420,DWD-02667,DWD-04336",dwd_west_lowland,2022-09-24T17:00:00+00:00,2022-09-25T18:00:00+00:00,98,8017,Coherent regional_heatwave across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0194,genuine_weather_scenario,regional_heatwave,"temperature,pressure,humidity","DWD-01078,DWD-01420,DWD-02667,DWD-04336",dwd_west_lowland,2022-05-09T15:00:00+00:00,2022-05-10T05:00:00+00:00,52,8017,Coherent regional_heatwave across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0195,genuine_weather_scenario,regional_heatwave,"temperature,pressure,humidity","DWD-01078,DWD-01420,DWD-02667,DWD-04336",dwd_west_lowland,2022-06-22T06:00:00+00:00,2022-06-23T12:00:00+00:00,118,8017,Coherent regional_heatwave across at least three neighbour stations with causal spatial lag.
