USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END,station_id,latitude,longitude,elevation_m,coordinate_valid,station_name,legacy_24_station,geographic_block,station_role,inventory_reports_2020,file_listed_2020,inventory_reports_2021,file_listed_2021,inventory_reports_2022,file_listed_2022,inventory_reports_2023,file_listed_2023
424230,99999,JORHAT,IN,,,+26.067,+090.167,+0880.0,19430414,20250824,42423099999,26.067,90.167,880.0,True,JORHAT,False,13:45,spatial_holdout,1329,True,1240,True,1354,True,1360,True
424231,99999,JORHAT,IN,,VEJT,+26.732,+094.176,+0094.8,20160807,20250716,42423199999,26.732,94.176,94.8,True,JORHAT,False,13:47,spatial_holdout,0,False,18,True,166,True,658,True
424260,99999,TUENSANG,IN,,,+26.267,+094.817,+1608.0,20201206,20221121,42426099999,26.267,94.817,1608.0,True,TUENSANG,False,13:47,spatial_holdout,1,True,0,False,1,True,0,False
424350,99999,BARMER,IN,,,+25.750,+071.383,+0194.0,19440101,20250824,42435099999,25.75,71.383,194.0,True,BARMER,False,12:35,development,2895,True,2876,True,2884,True,2854,True
424390,99999,JALORE,IN,,,+25.350,+072.617,+0168.0,20151208,20200407,42439099999,25.35,72.617,168.0,True,JALORE,False,12:36,development,1,True,0,False,0,False,0,False
424410,99999,ERINPURA /JAWAI DAM SITE,IN,,,+25.083,+073.083,+0295.0,19450801,20250823,42441099999,25.083,73.083,295.0,True,ERINPURA /JAWAI DAM SITE,False,12:36,development,330,True,349,True,330,True,255,True
424470,99999,BHILWARA,IN,,,+25.350,+074.633,+0425.0,20020917,20250824,42447099999,25.35,74.633,425.0,True,BHILWARA,False,12:37,development,442,True,648,True,647,True,503,True
424500,99999,BUNDI,IN,,,+25.450,+075.633,+0267.0,20090205,20230712,42450099999,25.45,75.633,267.0,True,BUNDI,False,12:37,development,340,True,343,True,301,True,153,True
424510,99999,KOTA-IN-RAJASTHAN,IN,,,+25.183,+075.850,+0256.0,19440101,19780502,42451099999,25.183,75.85,256.0,True,KOTA-IN-RAJASTHAN,False,12:37,development,0,False,0,False,0,False,0,False
424520,99999,KOTA,IN,,VIKO,+25.160,+075.846,+0273.1,19730101,20250824,42452099999,25.16,75.846,273.1,True,KOTA,False,12:37,development,3325,True,3247,True,2989,True,2890,True
424530,99999,SAWAI MADHOPUR,IN,,,+25.983,+076.367,+0264.0,20010822,20211112,42453099999,25.983,76.367,264.0,True,SAWAI MADHOPUR,False,12:38,spatial_holdout,276,True,282,True,0,False,0,False
424560,99999,SHEOPUR,IN,,,+25.667,+076.683,+0235.0,19730101,20250824,42456099999,25.667,76.683,235.0,True,SHEOPUR,False,12:38,spatial_holdout,56,True,325,True,0,False,0,False
424590,99999,SHIVPURI,IN,,,+25.333,+077.650,+0464.0,20020528,20250824,42459099999,25.333,77.65,464.0,True,SHIVPURI,False,12:38,spatial_holdout,580,True,625,True,647,True,685,True
424600,99999,DATIA,IN,,,+25.667,+078.467,+0229.0,20020417,20250824,42460099999,25.667,78.467,229.0,True,DATIA,False,12:39,development,325,True,326,True,338,True,340,True
424630,99999,JHANSI,IN,,VIJN,+25.491,+078.558,+0244.1,19440101,20250824,42463099999,25.491,78.558,244.1,True,JHANSI,False,12:39,development,2803,True,2836,True,2827,True,2822,True
424670,99999,NOWGONG,IN,,,+25.067,+079.450,+0229.0,19440101,20250824,42467099999,25.067,79.45,229.0,True,NOWGONG,False,12:39,development,728,True,718,True,727,True,716,True
424680,99999,ORAI,IN,,,+25.983,+079.500,+0141.0,20040508,20250824,42468099999,25.983,79.5,141.0,True,ORAI,False,12:39,development,691,True,596,True,671,True,670,True
424690,99999,HAMIRPUR,IN,,,+25.950,+080.150,+0109.0,20090205,20250824,42469099999,25.95,80.15,109.0,True,HAMIRPUR,False,12:40,development,690,True,645,True,529,True,660,True
424710,99999,FATEHPUR,IN,,,+25.933,+080.833,+0114.0,19730101,20250421,42471099999,25.933,80.833,114.0,True,FATEHPUR,False,12:40,development,199,True,9,True,0,False,0,False
424720,99999,PRATAPGARH,IN,,,+25.900,+081.950,+0099.0,20161018,20180706,42472099999,25.9,81.95,99.0,True,PRATAPGARH,False,12:40,development,0,False,0,False,0,False,0,False
424730,99999,BANDA,IN,,,+25.467,+080.367,+0121.0,20040902,20250824,42473099999,25.467,80.367,121.0,True,BANDA,False,12:40,development,694,True,645,True,423,True,378,True
424750,99999,ALLAHABAD ARPT,IN,,VEAB,+25.440,+081.734,+0098.2,19420727,20250716,42475099999,25.44,81.734,98.2,True,ALLAHABAD ARPT,False,12:40,development,0,False,32,True,169,True,681,True
424770,99999,JAUNPUR,IN,,,+25.750,+082.683,+0080.0,20170531,20230224,42477099999,25.75,82.683,80.0,True,JAUNPUR,False,12:41,development,0,False,2,True,0,False,1,True
424790,99999,LAL BAHADUR SHASTRI VARANASI INTL,IN,,VEBN,+25.450,+082.867,+0081.1,19730101,20250824,42479099999,25.45,82.867,81.1,True,LAL BAHADUR SHASTRI VARANASI INTL,False,12:41,development,14190,True,15585,True,16671,True,18121,True
424820,99999,GHAZIPUR,IN,,,+25.400,+083.550,+0067.0,20010718,20250824,42482099999,25.4,83.55,67.0,True,GHAZIPUR,False,12:41,development,262,True,301,True,418,True,423,True
424830,99999,VARANASI,IN,,,+25.300,+083.017,+0090.0,19440101,20250824,42483099999,25.3,83.017,90.0,True,VARANASI,False,12:41,development,1784,True,1767,True,1684,True,1170,True
424840,99999,BALLIA,IN,,,+25.750,+084.167,+0064.0,20020217,20240326,42484099999,25.75,84.167,64.0,True,BALLIA,False,12:42,spatial_holdout,0,False,1,True,1,True,6,True
424870,99999,ARRAH,IN,,,+25.567,+084.667,+0058.0,20170508,20220216,42487099999,25.567,84.667,58.0,True,ARRAH,False,12:42,spatial_holdout,0,False,2,True,1,True,0,False
424880,99999,CHAPRA,IN,,,+25.783,+084.733,+0058.0,20051019,20250824,42488099999,25.783,84.733,58.0,True,CHAPRA,False,12:42,spatial_holdout,589,True,600,True,578,True,656,True
424920,99999,JAI PRAKASH NARAYAN INTL PATNA,IN,,VEPT,+25.591,+085.088,+0051.8,19440101,20250824,42492099999,25.591,85.088,51.8,True,JAI PRAKASH NARAYAN INTL PATNA,False,12:42,spatial_holdout,20022,True,20148,True,20271,True,20065,True
424980,99999,BHAGALPUR,IN,,,+25.233,+086.950,+0049.0,19570102,20250824,42498099999,25.233,86.95,49.0,True,BHAGALPUR,False,12:43,development,2904,True,2879,True,2894,True,2756,True
424990,99999,SABAUR,IN,,,+25.233,+087.067,+0037.0,20020614,20240910,42499099999,25.233,87.067,37.0,True,SABAUR,False,12:43,development,391,True,489,True,608,True,604,True
425000,99999,PURNEA,IN,,,+25.267,+087.467,+0038.0,19440101,20250824,42500099999,25.267,87.467,38.0,True,PURNEA,False,12:43,development,2223,True,1974,True,1996,True,1773,True
425030,99999,MALDA,IN,,,+25.033,+088.133,+0031.0,19730101,20250824,42503099999,25.033,88.133,31.0,True,MALDA,False,12:44,development,2900,True,2867,True,2880,True,2873,True
425060,99999,BALURGHAT,IN,,,+25.217,+088.783,+0026.0,20151207,20250824,42506099999,25.217,88.783,26.0,True,BALURGHAT,False,12:44,development,505,True,670,True,688,True,673,True
425110,99999,TURA,IN,,,+25.517,+090.233,+0370.0,19730101,20021123,42511099999,25.517,90.233,370.0,True,TURA,False,12:45,development,0,False,0,False,0,False,0,False
425120,99999,SHILLONG ARPT / UMROI ARPT / BARAPANI,IN,,VEBI,+25.700,+091.983,+0891.2,20151208,20250824,42512099999,25.7,91.983,891.2,True,SHILLONG ARPT / UMROI ARPT / BARAPANI,False,12:45,development,3294,True,3327,True,4348,True,5110,True
425150,99999,CHERRAPUNJI,IN,,,+25.250,+091.733,+1313.0,19440101,20250824,42515099999,25.25,91.733,1313.0,True,CHERRAPUNJI,False,12:45,development,1073,True,1037,True,1082,True,1022,True
425160,99999,SHILLONG,IN,,,+25.567,+091.883,+1598.0,19440101,20250824,42516099999,25.567,91.883,1598.0,True,SHILLONG,False,12:45,development,2101,True,2003,True,2095,True,1908,True
425220,99999,HAFLONG,IN,,,+25.167,+093.017,+0682.0,20151207,20250824,42522099999,25.167,93.017,682.0,True,HAFLONG,False,12:46,spatial_holdout,665,True,533,True,604,True,540,True
425230,99999,LUMDING,IN,,,+25.750,+093.183,+0149.0,19730101,20250824,42523099999,25.75,93.183,149.0,True,LUMDING,False,12:46,spatial_holdout,706,True,653,True,641,True,631,True
425270,99999,KOHIMA,IN,,,+25.633,+094.167,+1406.0,19770923,20250824,42527099999,25.633,94.167,1406.0,True,KOHIMA,False,12:47,development,663,True,633,True,620,True,638,True
425390,99999,DEESA,IN,,,+24.200,+072.200,+0136.0,19440101,20250824,42539099999,24.2,72.2,136.0,True,DEESA,False,12:36,development,249,True,402,True,2895,True,2859,True
425400,99999,MOUNT ABU,IN,,,+24.600,+072.717,+1195.0,19440101,20250701,42540099999,24.6,72.717,1195.0,True,MOUNT ABU,False,12:36,development,288,True,149,True,0,False,0,False
425420,99999,UDAIPUR / MAHARANA PRATAP,IN,,VAUD,+24.618,+073.896,+0513.3,19750811,20250824,42542099999,24.618,73.896,513.3,True,UDAIPUR / MAHARANA PRATAP,False,12:36,development,7054,True,10343,True,12647,True,12770,True
425430,99999,UDAIPUR,IN,,,+24.583,+073.700,+0582.0,19440601,20170701,42543099999,24.583,73.7,582.0,True,UDAIPUR,False,12:36,development,0,False,0,False,0,False,0,False
425460,99999,CHITTORGARH,IN,,,+24.883,+074.633,+0404.0,20090205,20250824,42546099999,24.883,74.633,404.0,True,CHITTORGARH,False,12:37,development,613,True,691,True,613,True,494,True
425470,99999,NIMACH,IN,,,+24.467,+074.900,+0496.0,19440101,19900427,42547099999,24.467,74.9,496.0,True,NIMACH,False,12:37,development,0,False,0,False,0,False,0,False
425520,99999,CHAMBAL/RAWAT BHATA,IN,,,+24.917,+075.583,+0351.0,20040727,20090205,42552099999,24.917,75.583,351.0,True,CHAMBAL/RAWAT BHATA,False,12:37,development,0,False,0,False,0,False,0,False
425550,99999,JHALAWAR,IN,,,+24.533,+076.167,+0321.0,19440101,20221025,42555099999,24.533,76.167,321.0,True,JHALAWAR,False,12:38,spatial_holdout,0,False,0,False,1,True,0,False
425570,99999,RAJGARH,IN,,,+24.000,+076.717,+0382.0,20090205,20250824,42557099999,24.0,76.717,382.0,True,RAJGARH,False,12:38,spatial_holdout,723,True,717,True,707,True,706,True
425590,99999,GUNA,IN,,,+24.650,+077.317,+0478.0,19440101,20250824,42559099999,24.65,77.317,478.0,True,GUNA,False,12:38,spatial_holdout,2913,True,2873,True,2897,True,2875,True
425620,99999,TIKAMGARH,IN,,,+24.767,+078.833,+0345.0,20060328,20250824,42562099999,24.767,78.833,345.0,True,TIKAMGARH,False,12:39,development,383,True,492,True,323,True,566,True
425670,99999,KHAJURAHO,IN,,,+24.983,+079.917,+0217.0,20020623,20250824,42567099999,24.983,79.917,217.0,True,KHAJURAHO,False,12:39,development,1453,True,1435,True,1441,True,1423,True
425700,99999,PANNA,IN,,,+24.717,+080.167,+0354.0,20010726,20250324,42570099999,24.717,80.167,354.0,True,PANNA,False,12:40,development,4,True,2,True,0,False,0,False
425710,99999,SATNA,IN,,VIST,+24.567,+080.833,+0317.0,19440101,20250824,42571099999,24.567,80.833,317.0,True,SATNA,False,12:40,development,2918,True,2880,True,2888,True,2872,True
425740,99999,REWA,IN,,,+24.533,+081.300,+0299.0,20090205,20250824,42574099999,24.533,81.3,299.0,True,REWA,False,12:40,development,604,True,706,True,723,True,717,True
425770,99999,SIDHI,IN,,,+24.417,+081.867,+0272.0,19730101,20250824,42577099999,24.417,81.867,272.0,True,SIDHI,False,12:40,development,700,True,684,True,689,True,681,True
425870,99999,DALTONGANJ,IN,,,+24.050,+084.067,+0221.0,19440101,20250824,42587099999,24.05,84.067,221.0,True,DALTONGANJ,False,12:42,spatial_holdout,2848,True,2833,True,2881,True,2855,True
425880,99999,DEHRI,IN,,,+24.917,+084.183,+0107.0,19730101,20250824,42588099999,24.917,84.183,107.0,True,DEHRI,False,12:42,spatial_holdout,303,True,307,True,542,True,538,True
425910,99999,GAYA,IN,,VEGY,+24.744,+084.951,+0115.8,19421122,20250824,42591099999,24.744,84.951,115.8,True,GAYA,False,12:42,spatial_holdout,11383,True,11450,True,14132,True,13712,True
425950,99999,JAMUI,IN,,,+24.933,+086.300,+0082.0,20120710,20120710,42595099999,24.933,86.3,82.0,True,JAMUI,False,12:43,development,0,False,0,False,0,False,0,False
425990,99999,DUMKA,IN,,,+24.267,+087.250,+0149.0,19440102,20241216,42599099999,24.267,87.25,149.0,True,DUMKA,False,12:43,development,1,True,0,False,1,True,0,False
426030,99999,BERHAMPORE,IN,,,+24.133,+088.267,+0019.0,19440101,20250824,42603099999,24.133,88.267,19.0,True,BERHAMPORE,False,12:44,development,574,True,671,True,693,True,691,True
426180,99999,KAILASHAHAR,IN,,,+24.317,+092.000,+0030.0,19450119,20250824,42618099999,24.317,92.0,30.0,True,KAILASHAHAR,False,12:46,spatial_holdout,1468,True,1305,True,1234,True,1298,True
426190,99999,SILCHAR,IN,,,+24.750,+092.800,+0029.0,19440101,20250824,42619099999,24.75,92.8,29.0,True,SILCHAR,False,12:46,spatial_holdout,147,True,356,True,1505,True,1629,True
426200,99999,SILCHAR/KUMBHIRGRAM,IN,,,+24.917,+092.983,+0105.0,19860321,19910723,42620099999,24.917,92.983,105.0,True,SILCHAR/KUMBHIRGRAM,False,12:46,spatial_holdout,0,False,0,False,0,False,0,False
426230,99999,IMPHAL,IN,,VEIM,+24.760,+093.897,+0774.2,19441202,20250824,42623099999,24.76,93.897,774.2,True,IMPHAL,False,12:46,spatial_holdout,7806,True,9103,True,8979,True,8323,True
426310,99999,NALIYA,IN,,,+23.250,+068.850,+0021.0,19730101,20250824,42631099999,23.25,68.85,21.0,True,NALIYA,False,11:34,development,2906,True,2871,True,2818,True,2863,True
426340,99999,BHUJ,IN,,VABJ,+23.288,+069.670,+0081.7,19440101,20250824,42634099999,23.288,69.67,81.7,True,BHUJ,False,11:34,development,2909,True,2871,True,3044,True,3442,True
426380,99999,KANDLA AERODROME,IN,,,+23.150,+070.117,+0029.0,20041007,20250824,42638099999,23.15,70.117,29.0,True,KANDLA AERODROME,False,11:35,development,731,True,714,True,729,True,715,True
426390,99999,NEW KANDLA,IN,,,+23.000,+070.217,+0014.0,20090205,20250824,42639099999,23.0,70.217,14.0,True,NEW KANDLA,False,11:35,development,729,True,717,True,722,True,714,True
426409,99999,MT HOREB,IN,,C96,+42.983,-089.750,+0370.0,19860331,19860331,42640999999,42.983,-89.75,370.0,True,MT HOREB,False,21:-45,development,0,False,0,False,0,False,0,False
426470,99999,AHMEDABAD / SARDAR VALLABHBHAI PATEL INTL,IN,,VAAH,+23.077,+072.635,+0057.6,19440101,20250824,42647099999,23.077,72.635,57.6,True,AHMEDABAD / SARDAR VALLABHBHAI PATEL INTL,False,11:36,spatial_holdout,19910,True,19575,True,20047,True,20034,True
426510,99999,IDAR,IN,,,+23.833,+073.033,+0219.0,20090205,20181105,42651099999,23.833,73.033,219.0,True,IDAR,False,11:36,spatial_holdout,0,False,0,False,0,False,0,False
426520,99999,DUNGARPUR,IN,,,+23.833,+073.667,+0291.0,20011122,20171011,42652099999,23.833,73.667,291.0,True,DUNGARPUR,False,11:36,spatial_holdout,0,False,0,False,0,False,0,False
426540,99999,GANDHINAGAR,IN,,,+23.233,+072.717,+0082.0,20151207,20250824,42654099999,23.233,72.717,82.0,True,GANDHINAGAR,False,11:36,spatial_holdout,718,True,699,True,708,True,706,True
426550,99999,BANSWARA,IN,,,+23.550,+074.450,+0220.0,20021116,20090205,42655099999,23.55,74.45,220.0,True,BANSWARA,False,11:37,development,0,False,0,False,0,False,0,False
426610,99999,RATLAM,IN,,,+23.317,+075.050,+0486.0,19730101,20250824,42661099999,23.317,75.05,486.0,True,RATLAM,False,11:37,development,563,True,656,True,676,True,690,True
426620,99999,UJJAIN,IN,,,+23.183,+075.783,+0489.0,20020615,20250824,42662099999,23.183,75.783,489.0,True,UJJAIN,False,11:37,development,734,True,718,True,721,True,720,True
426650,99999,SHAJAPUR,IN,,,+23.433,+076.317,+0446.0,20010806,20220525,42665099999,23.433,76.317,446.0,True,SHAJAPUR,False,11:38,development,731,True,710,True,289,True,0,False
426670,99999,BHOPAL / RAJA BHOJ,IN,,VABP,+23.287,+077.337,+0524.0,19440101,20250824,42667099999,23.287,77.337,524.0,True,BHOPAL / RAJA BHOJ,False,11:38,development,10460,True,12835,True,14071,True,13058,True
426690,99999,VIDISHA,IN,,,+23.533,+077.817,+0430.0,20010713,20230127,42669099999,23.533,77.817,430.0,True,VIDISHA,False,11:38,development,0,False,0,False,0,False,1,True
426710,99999,SAGAR,IN,,,+23.850,+078.750,+0551.0,19440101,20250824,42671099999,23.85,78.75,551.0,True,SAGAR,False,11:39,development,256,True,396,True,2895,True,2861,True
426720,99999,RAISEN,IN,,,+23.317,+077.833,+0440.0,19840225,20250824,42672099999,23.317,77.833,440.0,True,RAISEN,False,11:38,development,717,True,701,True,722,True,710,True
426740,99999,DAMOH,IN,,,+23.833,+079.450,+0371.0,20040603,20250824,42674099999,23.833,79.45,371.0,True,DAMOH,False,11:39,development,718,True,673,True,725,True,715,True
426750,99999,JABALPUR,IN,,VAJB,+23.178,+080.052,+0495.0,19440101,20250824,42675099999,23.178,80.052,495.0,True,JABALPUR,False,11:40,development,4977,True,6510,True,11544,True,11723,True
426790,99999,UMARIA,IN,,,+23.533,+080.883,+0459.0,19730101,20250824,42679099999,23.533,80.883,459.0,True,UMARIA,False,11:40,development,721,True,710,True,730,True,723,True
426930,99999,AMBIKAPUR,IN,,,+23.167,+083.250,+0611.0,19730101,20250824,42693099999,23.167,83.25,611.0,True,AMBIKAPUR,False,11:41,development,2900,True,2865,True,2875,True,2810,True
426990,99999,HAZARIBAGH,IN,,,+23.983,+085.367,+0611.0,19440101,20190510,42699099999,23.983,85.367,611.0,True,HAZARIBAGH,False,11:42,development,0,False,0,False,0,False,0,False
427000,99999,RANCHI,IN,,,+23.433,+085.400,+0647.0,19730101,20140203,42700099999,23.433,85.4,647.0,True,RANCHI,False,11:42,development,0,False,0,False,0,False,0,False
427010,99999,BIRSA MUNDA,IN,,VERC,+23.314,+085.322,+0654.7,19440101,20250824,42701099999,23.314,85.322,654.7,True,BIRSA MUNDA,False,11:42,development,15836,True,16610,True,17122,True,16960,True
427030,99999,DHANBAD,IN,,,+23.783,+086.433,+0257.0,20010813,20170103,42703099999,23.783,86.433,257.0,True,DHANBAD,False,11:43,development,0,False,0,False,0,False,0,False
427040,99999,PANAGARH,IN,,,+23.467,+087.433,+0074.0,19431130,20020805,42704099999,23.467,87.433,74.0,True,PANAGARH,False,11:43,development,0,False,0,False,0,False,0,False
427050,99999,PURULIA,IN,,,+23.333,+086.417,+0255.0,19440325,20250824,42705099999,23.333,86.417,255.0,True,PURULIA,False,11:43,development,585,True,681,True,691,True,648,True
427051,99999,KULLU MANALI,IN,,VIBR,+31.877,+077.154,+1089.1,20040707,20250816,42705199999,31.877,77.154,1089.1,True,KULLU MANALI,False,15:38,development,634,True,902,True,2058,True,3469,True
427052,99999,CHANDIGARH,IN,,VICG,+30.673,+076.789,+0308.5,20060812,20250716,42705299999,30.673,76.789,308.5,True,CHANDIGARH,False,15:38,development,1915,True,491,True,154,True,599,True
427053,99999,LEH,IN,,VILH,+34.136,+077.547,+3255.9,20060905,20250824,42705399999,34.136,77.547,3255.9,True,LEH,False,17:38,development,1886,True,1748,True,1917,True,2110,True
427055,99999,CALICUT,IN,,VOCL,+11.137,+075.955,+0104.2,20100125,20250824,42705599999,11.137,75.955,104.2,True,CALICUT,False,5:37,development,15146,True,17042,True,17398,True,17479,True
427056,99999,BANGALURU INTL AIRPORT / KEMPEGOWDA INTL,IN,,VOBL,+13.200,+077.700,+0915.0,20080721,20250824,42705699999,13.2,77.7,915.0,True,BANGALURU INTL AIRPORT / KEMPEGOWDA INTL,True,6:38,development,17447,True,17407,True,17547,True,17367,True
427060,99999,BANKURA,IN,,,+23.383,+087.083,+0100.0,20050225,20250824,42706099999,23.383,87.083,100.0,True,BANKURA,False,11:43,development,2907,True,2877,True,2909,True,2880,True
427080,99999,SHANTI NIKETAN,IN,,,+23.650,+087.700,+0059.0,20010913,20250824,42708099999,23.65,87.7,59.0,True,SHANTI NIKETAN,False,11:43,development,193,True,258,True,1452,True,1426,True
427090,99999,BURDWAN,IN,,,+23.233,+087.850,+0030.0,19440101,20250824,42709099999,23.233,87.85,30.0,True,BURDWAN,False,11:43,development,696,True,702,True,714,True,680,True
427110,99999,KRISHNANAGAR,IN,,,+23.400,+088.517,+0015.0,19950425,20250824,42711099999,23.4,88.517,15.0,True,KRISHNANAGAR,False,11:44,spatial_holdout,340,True,604,True,666,True,678,True
427140,99999,BAGATI,IN,,,+22.983,+088.367,+0012.0,19801206,20250824,42714099999,22.983,88.367,12.0,True,BAGATI,False,11:44,spatial_holdout,577,True,685,True,674,True,688,True
427150,99999,MALANJKHAND,IN,,,+22.000,+080.700,+0581.0,20011121,20250824,42715099999,22.0,80.7,581.0,True,MALANJKHAND,False,11:40,development,119,True,144,True,722,True,712,True
427240,99999,AGARTALA,IN,,VEAT,+23.887,+091.240,+0014.0,19450110,20250824,42724099999,23.887,91.24,14.0,True,AGARTALA,False,11:45,development,10851,True,11998,True,13190,True,13369,True
427260,99999,LENGPUI,IN,,VELP,+23.841,+092.620,+0426.1,20100719,20250824,42726099999,23.841,92.62,426.1,True,LENGPUI,False,11:46,spatial_holdout,7182,True,5416,True,6431,True,8103,True
427270,99999,AIJAL,IN,,,+23.733,+092.717,+1097.0,19540101,20240321,42727099999,23.733,92.717,1097.0,True,AIJAL,False,11:46,spatial_holdout,332,True,512,True,531,True,248,True
427290,99999,MANDVI,IN,,,+22.817,+069.267,+0009.0,20010921,20180620,42729099999,22.817,69.267,9.0,True,MANDVI,False,11:34,development,0,False,0,False,0,False,0,False
427300,99999,OKHA,IN,,,+22.483,+069.117,+0007.0,20011014,20250824,42730099999,22.483,69.117,7.0,True,OKHA,False,11:34,development,2912,True,2868,True,2902,True,2863,True
427310,99999,DWARKA,IN,,,+22.367,+069.083,+0011.0,19440101,20250824,42731099999,22.367,69.083,11.0,True,DWARKA,False,11:34,development,2909,True,2863,True,2897,True,2858,True
427340,99999,JAMNAGAR,IN,,,+22.450,+070.083,+0014.0,19730101,19760102,42734099999,22.45,70.083,14.0,True,JAMNAGAR,False,11:35,development,0,False,0,False,0,False,0,False
427370,99999,RAJKOT,IN,,VARK,+22.309,+070.780,+0134.4,19440101,20250824,42737099999,22.309,70.78,134.4,True,RAJKOT,False,11:35,development,4718,True,7038,True,7840,True,5844,True
427371,99999,RAIPUR,IN,,VARP,+21.180,+081.739,+0317.3,20080616,20190831,42737199999,21.18,81.739,317.3,True,RAIPUR,False,10:40,development,0,False,0,False,0,False,0,False
427400,99999,SURENDRANAGAR,IN,,,+22.733,+071.600,+0074.0,19730101,20250824,42740099999,22.733,71.6,74.0,True,SURENDRANAGAR,False,11:35,development,729,True,708,True,725,True,716,True
427440,99999,VALLABH VIDYANAGAR,IN,,,+22.567,+072.933,+0044.0,19831001,20250824,42744099999,22.567,72.933,44.0,True,VALLABH VIDYANAGAR,False,11:36,spatial_holdout,613,True,695,True,713,True,710,True
427470,99999,BARODA,IN,,,+22.300,+073.250,+0034.0,19440101,20230830,42747099999,22.3,73.25,34.0,True,BARODA,False,11:36,spatial_holdout,0,False,0,False,0,False,1,True
427480,99999,BARODA AERODROME,IN,,,+22.333,+073.267,+0037.0,20070520,20240530,42748099999,22.333,73.267,37.0,True,BARODA AERODROME,False,11:36,spatial_holdout,2911,True,2875,True,2898,True,2862,True
427510,99999,DOHAD,IN,,,+22.833,+074.267,+0333.0,19440101,20240627,42751099999,22.833,74.267,333.0,True,DOHAD,False,11:37,development,0,False,1,True,2,True,0,False
427520,99999,DHAR,IN,,,+22.600,+075.300,+0583.0,19740724,20250627,42752099999,22.6,75.3,583.0,True,DHAR,False,11:37,development,108,True,124,True,725,True,718,True
427530,99999,ALIRAJPUR,IN,,,+22.283,+074.400,+0293.0,20210917,20210917,42753099999,22.283,74.4,293.0,True,ALIRAJPUR,False,11:37,development,0,False,1,True,0,False,0,False
427540,99999,DEVI AHILYABAI HOLKAR,IN,,VAID,+22.722,+075.801,+0563.9,19440101,20250824,42754099999,22.722,75.801,563.9,True,DEVI AHILYABAI HOLKAR,False,11:37,development,8147,True,9342,True,13691,True,17165,True
427630,99999,HOSHANGABAD,IN,,,+22.767,+077.767,+0302.0,19440101,20250824,42763099999,22.767,77.767,302.0,True,HOSHANGABAD,False,11:38,development,1456,True,1439,True,1449,True,1435,True
427670,99999,PACHMARHI,IN,,,+22.467,+078.433,+1075.0,19440101,20250824,42767099999,22.467,78.433,1075.0,True,PACHMARHI,False,11:39,development,728,True,719,True,732,True,717,True
427680,99999,CHHINDWARA,IN,,,+22.100,+079.000,+0685.0,20020814,20250824,42768099999,22.1,79.0,685.0,True,CHHINDWARA,False,11:39,development,178,True,217,True,1395,True,1394,True
427700,99999,NARSINGHPUR,IN,,,+22.950,+079.183,+0356.0,20010709,20250824,42770099999,22.95,79.183,356.0,True,NARSINGHPUR,False,11:39,development,581,True,543,True,678,True,694,True
427710,99999,SEONI,IN,,,+22.083,+079.550,+0619.0,19440101,20250824,42771099999,22.083,79.55,619.0,True,SEONI,False,11:39,development,431,True,466,True,570,True,632,True
427760,99999,MANDLA,IN,,,+22.583,+080.367,+0443.0,20070520,20250824,42776099999,22.583,80.367,443.0,True,MANDLA,False,11:40,development,714,True,717,True,728,True,775,True
427790,99999,PENDRA ROAD,IN,,,+22.767,+081.900,+0625.0,19440101,20250824,42779099999,22.767,81.9,625.0,True,PENDRA ROAD,False,11:40,development,2903,True,2876,True,2873,True,2821,True
427820,99999,BILASPUR,IN,,VABI,+21.988,+082.111,+0274.0,20110724,20250824,42782099999,21.988,82.111,274.0,True,BILASPUR,False,10:41,development,1453,True,1429,True,1454,True,1439,True
427830,99999,CHAMPA,IN,,,+22.033,+082.700,+0245.0,19730101,20090205,42783099999,22.033,82.7,245.0,True,CHAMPA,False,11:41,development,0,False,0,False,0,False,0,False
427900,99999,JASHPURNAGAR,IN,,,+22.883,+084.133,+0771.0,20011004,20240423,42790099999,22.883,84.133,771.0,True,JASHPURNAGAR,False,11:42,development,1,True,0,False,0,False,13,True
427920,99999,SUNDARGARH,IN,,,+22.117,+084.033,+0240.0,20020620,20250824,42792099999,22.117,84.033,240.0,True,SUNDARGARH,False,11:42,development,647,True,561,True,355,True,587,True
427930,99999,ROURKELA,IN,,,+22.217,+084.883,+0196.0,20170815,20250824,42793099999,22.217,84.883,196.0,True,ROURKELA,False,11:42,development,1,True,0,False,0,False,297,True
427950,99999,CHAIBASA,IN,,,+22.550,+085.817,+0226.0,19440101,20250824,42795099999,22.55,85.817,226.0,True,CHAIBASA,False,11:42,development,0,False,0,False,0,False,0,False
427980,99999,JAMSHEDPUR,IN,,VEJS,+22.813,+086.169,+0153.9,19730101,20250824,42798099999,22.813,86.169,153.9,True,JAMSHEDPUR,False,11:43,development,7135,True,7390,True,7599,True,7755,True
427990,99999,JAMSHEDPUR,IN,,,+22.817,+086.183,+0129.0,19450801,20250824,42799099999,22.817,86.183,129.0,True,JAMSHEDPUR,False,11:43,development,0,False,0,False,0,False,0,False
428020,99999,KALAIKUNDA,IN,,,+22.333,+087.217,+0062.0,19440115,19451210,42802099999,22.333,87.217,62.0,True,KALAIKUNDA,False,11:43,development,0,False,0,False,0,False,0,False
