station_id,station_name,latitude,longitude,elevation_m,climate_zone,cluster,temperature_c,pressure_hpa,relative_humidity_pct,temp_z,press_z,rh_z,max_z,decision,confidence,severity,neighbors_evaluated
43900000954,Delhi Pitampura AWS,28.7,77.13,219.0,Indo-Gangetic Plains,indo_gangetic_plains,27.3,986.2,80,0.62,-0.82,0.0,0.82,NORMAL,0.95,NONE,5
43900000951,Delhi Ridge AWS,28.67,77.21,233.0,Indo-Gangetic Plains,indo_gangetic_plains,27.3,985.4,76,0.73,-0.26,-1.18,1.18,NORMAL,0.95,NONE,5
43900000618,Ghaziabad AWS,28.6692,77.4538,214.0,Indo-Gangetic Plains,indo_gangetic_plains,25.2,987.7,91,-0.93,-0.11,1.18,1.18,NORMAL,0.95,NONE,5
42190099999,Pilibhit,28.633,79.8,188.0,Indo-Gangetic Plains,indo_gangetic_plains,25.7,990.8,94,-0.02,-0.07,0.84,0.84,NORMAL,0.95,NONE,5
43900000936,Jhajjar AWS,28.61,76.65,220.0,Indo-Gangetic Plains,indo_gangetic_plains,26.2,987.6,81,-0.3,0.25,0.51,0.51,NORMAL,0.95,NONE,5
43900000953,Delhi Najafgarh AWS,28.61,76.98,213.0,Indo-Gangetic Plains,indo_gangetic_plains,26.6,987.4,79,0.93,-0.45,-0.84,0.93,NORMAL,0.95,NONE,5
43900000931,Charkhi Dadri AWS,28.6,76.27,222.0,Indo-Gangetic Plains,indo_gangetic_plains,26.2,987.0,78,-0.11,0.22,0.17,0.22,NORMAL,0.95,NONE,5
43900000955,Delhi Mayur Vihar AWS,28.6,77.3,207.0,Indo-Gangetic Plains,indo_gangetic_plains,26.6,988.9,84,0.21,0.15,0.17,0.21,NORMAL,0.95,NONE,5
42182099999,Safdarjung,28.585,77.206,214.9,Indo-Gangetic Plains,delhi,26.3,987.9,83,-0.29,-0.05,0.51,0.51,NORMAL,0.95,NONE,5
43900000642,Sambhal AWS,28.5833,78.55,193.0,Indo-Gangetic Plains,indo_gangetic_plains,25.8,989.5,92,-0.49,-0.85,0.51,0.85,NORMAL,0.95,NONE,5
42181099999,Indira Gandhi Intl,28.567,77.103,236.8,Indo-Gangetic Plains,delhi,26.5,986.7,80,0.28,1.4,-0.51,1.4,NORMAL,0.95,NONE,5
43900000617,Gautam Buddha Nagar AWS,28.5355,77.391,200.0,Indo-Gangetic Plains,indo_gangetic_plains,25.8,989.5,87,-0.5,0.11,0.51,0.51,NORMAL,0.95,NONE,5
43900000952,Delhi Ayanagar AWS,28.47,77.13,274.0,Indo-Gangetic Plains,indo_gangetic_plains,25.1,981.7,86,-0.46,0.47,0.34,0.47,NORMAL,0.95,NONE,5
43900000934,Gurugram Cybercity AWS,28.46,77.03,220.0,Indo-Gangetic Plains,indo_gangetic_plains,25.4,986.2,84,-0.73,-0.79,0.17,0.79,NORMAL,0.95,NONE,5
42189099999,Bareilly,28.422,79.451,176.8,Indo-Gangetic Plains,delhi,25.8,992.6,88,-0.04,0.33,0.0,0.33,NORMAL,0.95,NONE,5
42178099999,Gurgaon,28.417,77.0,224.0,Indo-Gangetic Plains,indo_gangetic_plains,25.4,986.9,84,-0.71,0.04,0.17,0.71,NORMAL,0.95,NONE,5
43900000932,Faridabad AWS,28.41,77.32,204.0,Indo-Gangetic Plains,indo_gangetic_plains,26.1,988.7,87,-0.23,-0.37,0.51,0.51,NORMAL,0.95,NONE,5
42183099999,Bulandshahr,28.4,77.867,218.0,Indo-Gangetic Plains,indo_gangetic_plains,25.5,989.7,93,-0.39,1.66,1.01,1.66,NORMAL,0.95,NONE,5
43900000607,Bareilly Agro-AWS,28.367,79.4304,177.0,Indo-Gangetic Plains,indo_gangetic_plains,25.9,992.2,88,0.09,0.07,0.0,0.09,NORMAL,0.95,NONE,5
04218999999,Bareilly AWS,28.3667,79.4,169.0,Indo-Gangetic Plains,indo_gangetic_plains,25.7,992.9,89,-0.17,-0.16,0.17,0.17,NORMAL,0.95,NONE,5
43900000718,Pilani BITS AWS,28.3639,75.5872,288.0,Western Arid/Semi-Arid,western_arid_semi_arid,26.6,978.4,70,0.15,-0.47,-0.51,0.51,NORMAL,0.95,NONE,5
42174099999,Pilani,28.333,75.583,301.0,Western Arid/Semi-Arid,western_arid_semi_arid,26.6,978.5,70,0.22,1.08,-0.51,1.08,NORMAL,0.95,NONE,5
43900000704,Churu AWS,28.29,74.96,286.0,Western Arid/Semi-Arid,western_arid_semi_arid,27.0,979.4,70,0.33,-0.12,0.0,0.33,NORMAL,0.95,NONE,5
42170099999,Churu,28.25,74.917,291.0,Western Arid/Semi-Arid,western_arid_semi_arid,26.5,979.0,73,-0.14,0.12,0.51,0.51,NORMAL,0.95,NONE,5
43900000946,Rewari AWS,28.18,76.62,242.0,Indo-Gangetic Plains,indo_gangetic_plains,26.2,984.1,77,0.57,-0.47,-0.84,0.84,NORMAL,0.95,NONE,5
04221699999,Along AWS,28.1667,94.8,1768.0,Northeast Hills,northeast_hills,25.3,984.7,93,7.15,111.98,1.21,111.98,SENSOR_FAULT,0.98,HIGH,5
43900000943,Palwal AWS,28.14,77.33,195.0,Indo-Gangetic Plains,indo_gangetic_plains,25.3,989.3,88,-0.44,-0.67,0.34,0.67,NORMAL,0.95,NONE,5
43900000710,Jhunjhunu AWS,28.13,75.4,323.0,Western Arid/Semi-Arid,western_arid_semi_arid,26.2,974.1,77,-0.22,-0.8,1.18,1.18,NORMAL,0.95,NONE,5
43900000942,Nuh Mewat AWS,28.11,77.02,199.0,Indo-Gangetic Plains,indo_gangetic_plains,25.8,990.4,82,0.2,0.86,-0.34,0.86,NORMAL,0.95,NONE,5
42220099999,Pasighat,28.1,95.383,157.0,Northeast Hills,northeast_hills,26.1,991.7,73,-1.03,-2.33,-1.48,2.33,NORMAL,0.95,NONE,5
43900000941,Mahendragarh Narnaul AWS,28.04,76.11,300.0,Indo-Gangetic Plains,indo_gangetic_plains,26.1,977.7,73,-0.04,0.23,0.0,0.23,NORMAL,0.95,NONE,5
43900000602,Badaun AWS,28.0326,79.1275,169.0,Indo-Gangetic Plains,indo_gangetic_plains,25.9,992.9,87,0.17,0.0,-0.34,0.34,NORMAL,0.95,NONE,5
42165099999,Bikaner,28.0,73.3,224.0,Western Arid/Semi-Arid,western_arid_semi_arid,29.0,987.3,56,0.69,0.42,0.0,0.69,NORMAL,0.95,NONE,5
42177099999,Narnaul,28.0,76.083,308.0,Indo-Gangetic Plains,indo_gangetic_plains,26.1,975.6,73,-0.17,-0.56,0.0,0.56,NORMAL,0.95,NONE,5
43900000630,Kheri Lakhimpur AWS,27.9467,80.7786,147.0,Indo-Gangetic Plains,indo_gangetic_plains,26.3,995.3,89,-0.29,-0.14,0.51,0.51,NORMAL,0.95,NONE,5
42312099999,Ziro,27.917,94.8,1476.0,Northeast Hills,northeast_hills,20.7,881.7,84,1.92,21.73,-0.34,21.73,SENSOR_FAULT,0.98,HIGH,5
42270099999,Kheri,27.9,80.8,147.0,Indo-Gangetic Plains,indo_gangetic_plains,26.4,996.1,87,-0.52,0.51,0.17,0.52,NORMAL,0.95,NONE,5
42262099999,Aligarh,27.883,78.067,187.0,Indo-Gangetic Plains,indo_gangetic_plains,25.5,990.0,89,0.3,-0.35,-0.34,0.35,NORMAL,0.95,NONE,5
42266099999,Shahjahanpur,27.883,79.9,155.0,Indo-Gangetic Plains,indo_gangetic_plains,26.2,995.1,90,0.13,0.37,0.34,0.37,NORMAL,0.95,NONE,5
74925199999,Sadiya,27.85,95.667,130.0,Northeast Hills,northeast_hills,27.5,997.9,64,0.35,0.16,-3.71,3.71,PROBABLE_FAULT,0.76,LOW,5
43900000628,Kasganj AWS,27.8083,78.6475,177.0,Indo-Gangetic Plains,indo_gangetic_plains,25.6,991.7,91,0.33,-0.12,0.34,0.34,NORMAL,0.95,NONE,5
42249099999,Sikar,27.617,75.133,433.0,Western Arid/Semi-Arid,western_arid_semi_arid,26.5,964.7,69,0.71,1.52,-0.17,1.52,NORMAL,0.95,NONE,5
43900000622,Hathras AWS,27.5971,78.0519,178.0,Indo-Gangetic Plains,indo_gangetic_plains,25.2,991.5,89,-0.3,0.03,0.0,0.3,NORMAL,0.95,NONE,5
42273099999,Bahraich,27.567,81.6,124.0,Indo-Gangetic Plains,indo_gangetic_plains,27.3,998.4,89,0.1,-0.28,0.34,0.34,NORMAL,0.95,NONE,5
74924499999,Doom-Dooma,27.567,95.567,130.0,Northeast Hills,northeast_hills,27.0,999.0,84,-0.14,0.9,-0.19,0.9,NORMAL,0.95,NONE,5
43900000647,Sitapur AWS,27.5667,80.6833,138.0,Indo-Gangetic Plains,indo_gangetic_plains,26.7,996.4,86,-0.1,0.03,-0.17,0.17,NORMAL,0.95,NONE,5
43900000613,Etah AWS,27.5583,78.6653,170.0,Indo-Gangetic Plains,indo_gangetic_plains,25.0,992.7,92,-0.51,0.17,0.51,0.51,NORMAL,0.95,NONE,5
43900000702,Alwar Agro-AWS,27.553,76.6346,271.0,Indo-Gangetic Plains,indo_gangetic_plains,25.6,982.4,79,-0.35,0.9,0.34,0.9,NORMAL,0.95,NONE,5
42255099999,Alwar,27.5,76.583,271.0,Indo-Gangetic Plains,indo_gangetic_plains,25.6,982.3,79,-0.35,0.83,0.34,0.83,NORMAL,0.95,NONE,5
42257099999,Mathura,27.5,77.683,174.0,Indo-Gangetic Plains,indo_gangetic_plains,25.2,990.6,87,-0.26,-0.92,-0.34,0.92,NORMAL,0.95,NONE,5
43900000645,Shrawasti AWS,27.5,82.0333,118.0,Indo-Gangetic Plains,indo_gangetic_plains,27.5,999.9,88,0.14,0.7,-0.17,0.7,NORMAL,0.95,NONE,5
43900001001,Tinsukia AWS,27.5,95.37,125.0,Northeast Hills,northeast_hills,27.2,998.4,89,0.07,0.1,0.34,0.34,NORMAL,0.95,NONE,5
42314099999,Dibrugarh,27.484,95.017,110.3,Northeast Hills,northeast_hills,27.6,1000.0,86,0.33,-0.09,-0.51,0.51,NORMAL,0.95,NONE,5
42282099999,Nautanwa,27.433,83.417,99.0,Indo-Gangetic Plains,indo_gangetic_plains,26.3,1001.5,95,-0.14,0.6,0.51,0.6,NORMAL,0.95,NONE,5
43900000772,Valmiki Nagar AWS,27.43,83.9,115.0,Indo-Gangetic Plains,indo_gangetic_plains,26.0,999.0,98,-0.19,0.19,0.51,0.51,NORMAL,0.95,NONE,5
43900000604,Balrampur AWS,27.4298,82.1793,105.0,Indo-Gangetic Plains,indo_gangetic_plains,27.3,1000.4,87,-0.19,-0.06,-0.34,0.34,NORMAL,0.95,NONE,5
42305099999,Bomdila,27.417,92.85,2484.0,Northeast Hills,northeast_hills,17.9,865.9,89,4.82,78.85,0.0,78.85,SENSOR_FAULT,0.98,HIGH,5
43900000621,Hardoi AWS,27.3944,80.1311,134.0,Indo-Gangetic Plains,indo_gangetic_plains,27.1,995.7,82,0.56,-0.79,-0.84,0.84,NORMAL,0.95,NONE,5
42271099999,Hardoi,27.383,80.167,142.0,Indo-Gangetic Plains,indo_gangetic_plains,27.1,996.1,82,0.61,0.44,-0.84,0.84,NORMAL,0.95,NONE,5
42316099999,Digboi,27.383,95.617,143.0,Northeast Hills,northeast_hills,27.0,995.2,93,-0.07,-0.72,1.18,1.18,NORMAL,0.95,NONE,5
43900000615,Farrukhabad AWS,27.3826,79.5847,141.0,Indo-Gangetic Plains,indo_gangetic_plains,25.5,994.8,91,-0.75,-0.96,0.67,0.96,NORMAL,0.95,NONE,5
04220999999,Tadong AWS,27.3333,85.6333,1322.0,Indo-Gangetic Plains,indo_gangetic_plains,20.1,904.4,94,0.73,27.36,1.01,27.36,SENSOR_FAULT,0.98,HIGH,5
42299099999,Gangtok,27.333,88.617,1756.0,Northeast Hills,northeast_hills,16.1,833.2,85,0.1,8.67,0.67,8.67,SENSOR_FAULT,0.98,HIGH,5
42309099999,Lilabari,27.295,94.098,100.6,Northeast Hills,northeast_hills,28.0,1001.0,73,0.44,-0.21,-2.87,2.87,PROBABLE_FAULT,0.76,LOW,5
43900000646,Siddharthnagar AWS,27.2833,82.8167,85.0,Indo-Gangetic Plains,indo_gangetic_plains,26.8,1002.2,92,-0.05,-0.25,0.34,0.34,NORMAL,0.95,NONE,5
04230999999,North Lakhimpur AWS,27.2333,94.1167,101.0,Northeast Hills,northeast_hills,27.4,1002.0,87,-0.2,0.71,-0.51,0.71,NORMAL,0.95,NONE,5
42265099999,Mainpuri,27.233,79.05,157.0,Indo-Gangetic Plains,indo_gangetic_plains,25.2,994.6,90,0.1,0.43,-0.34,0.43,NORMAL,0.95,NONE,5
42258099999,Bharatpur,27.217,77.5,176.0,Indo-Gangetic Plains,indo_gangetic_plains,25.5,991.7,85,0.21,-0.02,-0.67,0.67,NORMAL,0.95,NONE,5
43900000712,Nagaur AWS,27.2,73.74,302.0,Western Arid/Semi-Arid,western_arid_semi_arid,28.3,977.6,53,0.19,0.22,-1.48,1.48,NORMAL,0.95,NONE,5
42242099999,Nagaur,27.167,73.667,298.0,Western Arid/Semi-Arid,western_arid_semi_arid,27.7,978.3,52,-0.53,0.38,-1.62,1.62,NORMAL,0.95,NONE,5
42261099999,Agra,27.167,78.033,169.0,Indo-Gangetic Plains,indo_gangetic_plains,25.3,993.0,90,-0.21,0.32,0.51,0.51,NORMAL,0.95,NONE,5
43900000616,Firozabad AWS,27.1591,78.3957,164.0,Indo-Gangetic Plains,indo_gangetic_plains,26.5,993.1,81,1.02,-0.31,-1.52,1.52,NORMAL,0.95,NONE,5
42260099999,Agra,27.156,77.961,167.9,Indo-Gangetic Plains,indo_gangetic_plains,25.7,993.1,89,0.33,0.3,0.34,0.34,NORMAL,0.95,NONE,5
74925099999,Moran Southwest,27.15,94.9,100.0,Northeast Hills,northeast_hills,26.5,1001.1,92,-0.83,0.03,0.51,0.83,NORMAL,0.95,NONE,5
43900000633,Maharajganj AWS,27.1464,83.5619,89.0,Indo-Gangetic Plains,indo_gangetic_plains,26.4,1001.8,96,-0.11,-0.19,0.84,0.84,NORMAL,0.95,NONE,5
42237099999,Phalodi,27.133,72.367,234.0,Western Arid/Semi-Arid,western_arid_semi_arid,28.3,985.5,56,-0.37,-0.0,0.0,0.37,NORMAL,0.95,NONE,5
42274099999,Gonda,27.133,81.967,110.0,Indo-Gangetic Plains,indo_gangetic_plains,27.8,999.9,86,0.26,-0.01,-0.34,0.34,NORMAL,0.95,NONE,5
42296099999,Kalimpong,27.067,88.467,1209.0,Northeast Hills,northeast_hills,19.6,895.8,94,0.05,12.13,1.69,12.13,SENSOR_FAULT,0.98,HIGH,5
43900000625,Kannauj AWS,27.0543,79.9194,139.0,Indo-Gangetic Plains,indo_gangetic_plains,26.4,995.8,87,-0.47,-0.04,0.67,0.67,NORMAL,0.95,NONE,5
42295099999,Darjeeling,27.05,88.267,2128.0,Northeast Hills,northeast_hills,14.8,801.6,71,1.08,12.23,-1.75,12.23,SENSOR_FAULT,0.98,HIGH,5
42382099999,Raxaul,26.983,84.85,79.0,Indo-Gangetic Plains,indo_gangetic_plains,26.4,1002.6,93,-0.38,0.11,0.17,0.38,NORMAL,0.95,NONE,5
42311099999,Sibsagar,26.983,94.633,97.0,Northeast Hills,northeast_hills,27.5,1001.2,90,0.01,-0.17,0.51,0.51,NORMAL,0.95,NONE,5
43900000606,Barabanki AWS,26.9268,81.1834,125.0,Indo-Gangetic Plains,indo_gangetic_plains,26.7,999.1,93,0.17,0.82,0.17,0.82,NORMAL,0.95,NONE,5
42364099999,Etawah,26.921,79.062,149.0,Indo-Gangetic Plains,indo_gangetic_plains,24.7,994.9,95,-0.52,-0.31,0.67,0.67,NORMAL,0.95,NONE,5
42328099999,Jaisalmer,26.9,70.917,231.0,Western Arid/Semi-Arid,western_arid_semi_arid,26.8,985.3,67,-1.28,-0.14,0.27,1.28,NORMAL,0.95,NONE,5
43900000705,Dausa AWS,26.8833,76.3333,333.0,Indo-Gangetic Plains,indo_gangetic_plains,25.6,974.2,81,0.56,-0.68,-0.17,0.68,NORMAL,0.95,NONE,5
42368099999,Lucknow,26.867,80.933,111.0,Indo-Gangetic Plains,indo_gangetic_plains,27.0,999.1,89,0.33,-0.45,-0.17,0.45,NORMAL,0.95,NONE,5
74924799999,Jhanzi West,26.85,94.433,92.0,Northeast Hills,northeast_hills,27.9,1002.0,85,0.32,-0.22,-0.84,0.84,NORMAL,0.95,NONE,5
42419099999,Gohpur,26.833,93.583,82.0,Northeast Hills,northeast_hills,27.8,1003.6,85,0.18,0.05,-0.84,0.84,NORMAL,0.95,NONE,5
42348099999,Jaipur,26.824,75.812,385.0,Western Arid/Semi-Arid,delhi,24.6,969.5,82,0.02,0.66,-0.17,0.66,NORMAL,0.95,NONE,5
42279099999,Basti,26.8,82.733,89.0,Indo-Gangetic Plains,indo_gangetic_plains,27.0,1002.1,90,-0.12,0.25,0.0,0.25,NORMAL,0.95,NONE,5
43900000771,West Champaran Bettiah AWS,26.8,84.5,65.0,Indo-Gangetic Plains,indo_gangetic_plains,26.4,1003.5,96,-0.42,-0.59,0.51,0.59,NORMAL,0.95,NONE,5
74924699999,Bansbera Northeast,26.8,92.617,98.0,Northeast Hills,northeast_hills,26.9,1002.4,89,-0.89,0.63,0.0,0.89,NORMAL,0.95,NONE,5
43900000600,Ayodhya AWS,26.7922,82.1998,93.0,Indo-Gangetic Plains,indo_gangetic_plains,27.6,1001.0,89,0.41,-0.62,-0.17,0.62,NORMAL,0.95,NONE,5
43900000643,Sant Kabir Nagar AWS,26.7833,83.0333,79.0,Indo-Gangetic Plains,indo_gangetic_plains,26.9,1002.8,90,-0.08,-0.33,0.0,0.33,NORMAL,0.95,NONE,5
43900000614,Etawah AWS,26.7769,79.0238,145.0,Indo-Gangetic Plains,indo_gangetic_plains,25.0,994.6,94,-0.29,-0.95,0.51,0.95,NORMAL,0.95,NONE,5
42369099999,Lucknow / Chaudhary Charan Singh Intl,26.761,80.889,125.0,Indo-Gangetic Plains,indo_gangetic_plains,26.2,998.6,92,-0.42,0.51,0.34,0.51,NORMAL,0.95,NONE,5
04237999999,Gorakhpur AWS,26.75,83.3667,77.4,Indo-Gangetic Plains,indo_gangetic_plains,27.0,1003.1,90,0.14,0.07,-0.17,0.17,NORMAL,0.95,NONE,5
42413099999,Majbat,26.75,92.35,120.0,Northeast Hills,northeast_hills,27.0,1001.3,91,-0.18,1.65,0.34,1.65,NORMAL,0.95,NONE,5
42374099999,Ayodha,26.748,82.163,100.0,Indo-Gangetic Plains,indo_gangetic_plains,27.8,1001.1,87,0.73,0.44,-0.51,0.73,NORMAL,0.95,NONE,5
43900000631,Kushinagar AWS,26.741,83.889,74.0,Indo-Gangetic Plains,indo_gangetic_plains,26.9,1003.3,90,0.23,-0.14,-0.17,0.23,NORMAL,0.95,NONE,5
42379099999,Gorakhpur,26.74,83.45,78.9,Indo-Gangetic Plains,indo_gangetic_plains,26.6,1003.3,91,-0.23,0.33,0.17,0.33,NORMAL,0.95,NONE,5
04236499999,Etawah AWS,26.7333,78.9833,151.0,Indo-Gangetic Plains,indo_gangetic_plains,25.3,997.5,91,0.05,1.91,0.0,1.91,NORMAL,0.95,NONE,5
42423199999,Jorhat,26.732,94.176,94.8,Northeast Hills,northeast_hills,27.5,1002.0,91,-0.01,0.22,0.17,0.22,NORMAL,0.95,NONE,5
43900000788,Siliguri Agro-AWS,26.72,88.42,122.0,Northeast Hills,northeast_hills,26.0,998.6,73,-0.47,-0.41,-2.16,2.16,NORMAL,0.95,NONE,5
42416099999,Tezpur/Bindukuri,26.717,92.8,75.0,Northeast Hills,northeast_hills,28.1,1004.2,80,0.5,-0.25,-1.52,1.52,NORMAL,0.95,NONE,5
74925299999,Dergaon,26.717,93.95,91.0,Northeast Hills,northeast_hills,27.7,1003.0,90,0.15,0.37,0.51,0.51,NORMAL,0.95,NONE,5
43900000706,Dholpur AWS,26.7,77.9,177.0,Indo-Gangetic Plains,indo_gangetic_plains,26.4,992.1,89,0.34,0.05,0.0,0.34,NORMAL,0.95,NONE,5
42398099999,Bagdogra,26.681,88.329,125.6,Northeast Hills,northeast_hills,26.1,997.7,79,-0.37,-0.8,-0.42,0.8,NORMAL,0.95,NONE,5
42354099999,Dholpur,26.667,77.833,176.0,Indo-Gangetic Plains,indo_gangetic_plains,26.4,988.3,89,0.33,-2.61,0.0,2.61,PROBABLE_FAULT,0.76,LOW,5
42383099999,Motihari,26.667,84.917,66.0,Indo-Gangetic Plains,indo_gangetic_plains,27.4,1004.7,87,0.51,0.48,-1.01,1.01,NORMAL,0.95,NONE,5
42397099999,Siliguri,26.667,88.367,123.0,Northeast Hills,northeast_hills,26.6,999.2,84,0.05,0.48,0.42,0.48,NORMAL,0.95,NONE,5
42409099999,Tangla,26.65,91.917,65.0,Northeast Hills,northeast_hills,26.5,1002.9,90,-1.41,-1.43,0.67,1.43,NORMAL,0.95,NONE,5
04239899999,Siliguri (42398-0) AWS,26.6333,88.3167,131.0,Northeast Hills,northeast_hills,26.5,998.3,89,0.01,0.52,1.12,1.12,NORMAL,0.95,NONE,5
42415099999,Tezpur,26.617,92.783,79.0,Northeast Hills,northeast_hills,28.1,1004.1,89,0.53,0.25,0.0,0.53,NORMAL,0.95,NONE,5
43900000768,Sitamarhi AWS,26.6,85.48,56.0,Indo-Gangetic Plains,indo_gangetic_plains,27.0,1005.0,92,-0.39,-0.43,0.67,0.67,NORMAL,0.95,NONE,5
42358099999,Bhind,26.567,78.8,168.0,Indo-Gangetic Plains,indo_gangetic_plains,26.1,995.1,90,0.77,1.31,-0.67,1.31,NORMAL,0.95,NONE,5
43900000650,Unnao AWS,26.546,80.4879,127.0,Indo-Gangetic Plains,indo_gangetic_plains,26.5,997.6,90,-0.33,0.02,0.17,0.33,NORMAL,0.95,NONE,5
42399099999,Jalpaiguri,26.533,88.717,83.0,Northeast Hills,northeast_hills,26.8,1001.5,92,-0.01,-1.65,1.08,1.65,NORMAL,0.95,NONE,5
43900000767,Sheohar AWS,26.52,85.3,63.0,Indo-Gangetic Plains,indo_gangetic_plains,27.8,1005.4,88,0.48,0.6,-0.51,0.6,NORMAL,0.95,NONE,5
42420099999,Golaghat,26.517,93.983,95.0,Northeast Hills,northeast_hills,27.4,1001.3,92,-0.23,-0.51,0.84,0.84,NORMAL,0.95,NONE,5
43900000612,Deoria AWS,26.5024,83.7791,68.0,Indo-Gangetic Plains,indo_gangetic_plains,26.9,1003.6,91,0.02,-0.29,0.0,0.29,NORMAL,0.95,NONE,5
43900000711,Karauli AWS,26.5,77.02,260.0,Indo-Gangetic Plains,indo_gangetic_plains,24.6,981.7,86,-1.06,-0.11,-0.17,1.06,NORMAL,0.95,NONE,5
43900000692,Morena AWS,26.5,78.0,177.0,Indo-Gangetic Plains,indo_gangetic_plains,26.0,991.4,89,-0.15,-0.47,-0.17,0.47,NORMAL,0.95,NONE,5
43900000773,Alipurduar AWS,26.49,89.53,93.0,Northeast Hills,northeast_hills,26.3,1006.3,94,-0.88,3.54,1.52,3.54,PROBABLE_FAULT,0.76,LOW,5
43900000749,Gopalganj AWS,26.47,84.44,65.0,Indo-Gangetic Plains,indo_gangetic_plains,26.8,1004.1,94,-0.1,-0.18,0.51,0.51,NORMAL,0.95,NONE,5
43900000599,Auraiya AWS,26.4674,79.5165,137.0,Indo-Gangetic Plains,indo_gangetic_plains,26.1,996.1,91,0.11,-0.59,0.51,0.59,NORMAL,0.95,NONE,5
42343099999,Ajmer,26.45,74.617,486.0,Western Arid/Semi-Arid,western_arid_semi_arid,25.0,942.4,69,0.59,-9.82,-1.69,9.82,SENSOR_FAULT,0.98,HIGH,5
43900000627,Kanpur Nagar AWS,26.4499,80.3319,126.0,Indo-Gangetic Plains,indo_gangetic_plains,28.1,997.4,77,1.34,-0.21,-1.85,1.85,NORMAL,0.95,NONE,5
43900000596,Ambedkar Nagar AWS,26.4499,82.6837,95.0,Indo-Gangetic Plains,indo_gangetic_plains,27.1,1002.3,90,0.12,0.94,0.0,0.94,NORMAL,0.95,NONE,5
42366099999,Kanpur,26.433,80.367,125.0,Indo-Gangetic Plains,indo_gangetic_plains,27.1,997.8,87,0.49,-0.02,-0.17,0.49,NORMAL,0.95,NONE,5
42408099999,Rangia,26.433,91.617,60.0,Northeast Hills,northeast_hills,28.2,1005.6,79,0.43,0.23,-1.85,1.85,NORMAL,0.95,NONE,5
42367099999,Kanpur Chakeri,26.404,80.41,123.4,Indo-Gangetic Plains,indo_gangetic_plains,26.3,998.3,90,-0.34,0.21,0.34,0.34,NORMAL,0.95,NONE,5
43900001003,Kokrajhar AWS,26.4,90.27,48.0,Northeast Hills,northeast_hills,26.8,1006.4,86,-1.21,-0.07,0.34,1.21,NORMAL,0.95,NONE,5
43900000758,Madhubani AWS,26.35,86.07,56.0,Indo-Gangetic Plains,indo_gangetic_plains,27.7,1005.9,88,0.29,0.09,-0.67,0.67,NORMAL,0.95,NONE,5
43900001000,Nagaon AWS,26.35,92.68,60.0,Northeast Hills,northeast_hills,27.6,1004.6,91,-0.5,-1.19,0.34,1.19,NORMAL,0.95,NONE,5
43900000626,Kanpur Dehat AWS,26.34,79.94,133.0,Indo-Gangetic Plains,indo_gangetic_plains,26.0,997.7,88,-0.54,0.76,0.0,0.76,NORMAL,0.95,NONE,5
42403099999,Cooch Behar,26.333,89.467,43.0,Northeast Hills,northeast_hills,26.9,1007.0,85,-0.77,-0.09,-0.17,0.77,NORMAL,0.95,NONE,5
43900000999,Barpeta AWS,26.32,91.0,43.0,Northeast Hills,northeast_hills,27.8,1007.1,82,-0.43,0.02,-0.67,0.67,NORMAL,0.95,NONE,5
04233999999,Jodhpur AWS,26.3,73.0167,221.0,Western Arid/Semi-Arid,western_arid_semi_arid,28.6,979.1,64,0.34,-5.13,-0.07,5.13,SENSOR_FAULT,0.78,HIGH,5
42395099999,Forbesganj,26.3,87.267,61.0,Indo-Gangetic Plains,indo_gangetic_plains,27.0,1005.1,90,-0.28,0.52,0.17,0.52,NORMAL,0.95,NONE,5
42361099999,Gwalior,26.293,78.228,188.1,Indo-Gangetic Plains,delhi,26.1,990.8,90,0.15,0.39,0.17,0.39,NORMAL,0.95,NONE,5
42426099999,Tuensang,26.267,94.817,1608.0,Northeast Hills,northeast_hills,20.1,887.3,88,2.04,35.57,-0.51,35.57,SENSOR_FAULT,0.98,HIGH,5
43900000649,Sultanpur AWS,26.2648,82.0727,95.0,Indo-Gangetic Plains,indo_gangetic_plains,26.6,1000.8,96,-0.03,-0.6,0.34,0.6,NORMAL,0.95,NONE,5
42339099999,Jodhpur,26.251,73.049,218.5,Western Arid/Semi-Arid,western_arid_semi_arid,28.9,987.0,65,0.58,0.02,0.07,0.58,NORMAL,0.95,NONE,5
42372099999,Fursatganj Airport,26.25,81.383,109.7,Indo-Gangetic Plains,indo_gangetic_plains,26.6,999.7,95,0.41,-0.18,0.0,0.41,NORMAL,0.95,NONE,5
42375099999,Sultanpur,26.25,82.0,97.0,Indo-Gangetic Plains,indo_gangetic_plains,26.2,1000.8,98,-0.36,-0.44,0.51,0.51,NORMAL,0.95,NONE,5
04236199999,Gwalior AWS,26.2333,78.25,207.0,Indo-Gangetic Plains,indo_gangetic_plains,25.7,989.1,94,-0.23,0.74,0.84,0.84,NORMAL,0.95,NONE,5
43900000639,Raebareli AWS,26.23,81.24,110.0,Indo-Gangetic Plains,indo_gangetic_plains,26.5,999.4,95,0.17,-0.36,0.0,0.36,NORMAL,0.95,NONE,5
43900000769,Siwan AWS,26.22,84.36,64.0,Indo-Gangetic Plains,indo_gangetic_plains,26.9,1004.5,93,-0.02,0.19,0.0,0.19,NORMAL,0.95,NONE,5
43900000686,Gwalior AWS,26.2183,78.1828,207.0,Indo-Gangetic Plains,indo_gangetic_plains,25.7,988.0,93,-0.23,-0.39,0.67,0.67,NORMAL,0.95,NONE,5
